1	
1	440:1.0
1	
1	750:1.0
1	1:1.0
1	747:1.0
1	49:1.0
1	
1	1:1.0
1	
1	
1	
1	
1	134:1.0
1	830:1.0
1	134:1.0	495:1.0	531:1.0
1	525:1.0
1	
1	134:1.0
1	854:1.0	867:1.0
1	134:1.0	495:1.0	531:1.0
1	134:1.0
1	
1	100:1.0	175:1.0	873:1.0
1	374:1.0
1	
1	
1	134:1.0	736:1.0	746:1.0
1	
1	
1	
1	830:1.0
1	134:1.0	135:1.0
1	
1	134:1.0	736:1.0	746:1.0
1	134:1.0
1	134:1.0	759:1.0
1	134:1.0
1	135:1.0	510:1.0
1	
1	1:1.0
1	
1	135:1.0	510:1.0
1	850:1.0
1	736:1.0
1	940:1.0	948:1.0
1	134:1.0
1	747:1.0
1	
1	
1	
1	510:1.0
1	
1	736:1.0	747:1.0
1	
1	134:1.0	135:1.0
1	759:1.0
1	
1	851:1.0
1	
1	
1	535:1.0
1	134:1.0
1	
1	
1	851:1.0
1	
1	444:1.0	510:1.0
1	1:1.0
1	134:1.0	374:1.0
1	
1	134:1.0
1	545:1.0
1	750:1.0
1	
1	356:1.0
1	
1	
1	525:1.0
1	
1	
1	134:1.0	759:1.0
-1	
-1	
-1	
-1	
-1	134:1.0	135:1.0
-1	
-1	
-1	545:1.0
-1	1:1.0
-1	347:1.0
-1	
-1	
-1	134:1.0	746:1.0
-1	523:1.0
-1	
-1	
-1	510:1.0
-1	747:1.0
-1	134:1.0
-1	135:1.0
-1	135:1.0
-1	135:1.0	758:1.0
-1	
-1	
-1	
-1	
-1	
-1	
-1	747:1.0
-1	
-1	
-1	134:1.0	135:1.0
-1	
-1	374:1.0
-1	134:1.0
-1	298:1.0
-1	608:1.0
-1	
-1	135:1.0
-1	830:1.0	850:1.0
-1	135:1.0
-1	134:1.0	746:1.0
-1	347:1.0
-1	135:1.0
-1	1:1.0
-1	759:1.0
-1	134:1.0
-1	
-1	348:1.0
-1	747:1.0
-1	733:1.0
-1	510:1.0
-1	
-1	
-1	49:1.0
-1	510:1.0
-1	
-1	
-1	
-1	134:1.0	135:1.0
-1	867:1.0
-1	
-1	
-1	
-1	
-1	135:1.0
-1	
-1	
-1	545:1.0
-1	301:1.0
-1	
-1	
-1	
-1	539:1.0	761:1.0
-1	
-1	134:1.0	135:1.0
-1	
-1	135:1.0	510:1.0
-1	135:1.0
-1	747:1.0
-1	
-1	
-1	
-1	
-1	
-1	539:1.0
-1	
-1	
-1	
-1	
-1	134:1.0
-1	510:1.0	545:1.0
-1	510:1.0
-1	
-1	
-1	134:1.0
-1	
-1	
-1	
-1	747:1.0
-1	
-1	545:1.0
-1	
-1	135:1.0
-1	850:1.0
-1	
-1	759:1.0
-1	
-1	850:1.0
-1	135:1.0	758:1.0
-1	
-1	
-1	134:1.0	135:1.0
-1	
-1	
-1	
-1	134:1.0
-1	850:1.0	851:1.0
-1	867:1.0
-1	
-1	
-1	
-1	134:1.0	135:1.0
-1	1:1.0
-1	510:1.0
-1	
-1	301:1.0
-1	747:1.0
-1	
-1	531:1.0
-1	134:1.0	135:1.0
-1	
-1	
-1	
-1	135:1.0	747:1.0	758:1.0
-1	135:1.0
-1	
-1	
-1	
-1	1:1.0
-1	
-1	135:1.0	747:1.0	758:1.0
-1	
-1	134:1.0	135:1.0
-1	348:1.0
-1	
-1	134:1.0
-1	850:1.0	851:1.0
-1	135:1.0
-1	348:1.0
-1	
-1	759:1.0
-1	
-1	818:1.0	854:1.0
-1	
-1	
-1	
-1	525:1.0
-1	134:1.0	135:1.0
-1	49:1.0	850:1.0
-1	
-1	
-1	
-1	
-1	736:1.0
-1	
-1	
-1	134:1.0	135:1.0
-1	285:1.0
-1	134:1.0	135:1.0
-1	348:1.0
-1	134:1.0	135:1.0
-1	545:1.0
-1	
-1	134:1.0
-1	100:1.0	175:1.0	873:1.0
-1	
-1	
-1	
-1	850:1.0	851:1.0
-1	
-1	
-1	134:1.0	135:1.0
-1	525:1.0
-1	134:1.0
-1	135:1.0	347:1.0
-1	135:1.0
-1	
-1	
-1	1:1.0
-1	
-1	135:1.0	510:1.0
-1	
-1	
-1	134:1.0	135:1.0
-1	134:1.0	135:1.0
-1	761:1.0
-1	
-1	
-1	
-1	348:1.0	850:1.0
-1	
-1	
-1	
-1	135:1.0
-1	
-1	
-1	
-1	347:1.0	867:1.0
-1	
-1	
-1	134:1.0	135:1.0
-1	
-1	348:1.0
-1	
-1	523:1.0
-1	135:1.0
-1	
-1	
-1	
-1	
-1	545:1.0
-1	
-1	
-1	135:1.0	758:1.0
-1	
-1	
-1	
-1	283:1.0
-1	867:1.0
-1	736:1.0
-1	348:1.0
-1	134:1.0	135:1.0
-1	
-1	134:1.0
-1	
-1	
-1	298:1.0
-1	
-1	850:1.0
-1	135:1.0
-1	
-1	348:1.0
-1	
-1	
-1	
-1	
-1	
-1	348:1.0
-1	545:1.0
-1	368:1.0
-1	
-1	
-1	134:1.0
-1	761:1.0
-1	135:1.0
-1	
-1	
-1	
-1	
-1	
-1	
-1	348:1.0
-1	135:1.0
-1	
-1	
-1	135:1.0
-1	
-1	545:1.0
-1	510:1.0
-1	
-1	
-1	134:1.0	135:1.0
-1	
-1	134:1.0	135:1.0
-1	559:1.0
-1	134:1.0	135:1.0
-1	
-1	134:1.0	135:1.0
-1	510:1.0
-1	
-1	134:1.0
-1	525:1.0
-1	747:1.0	759:1.0
-1	135:1.0	758:1.0
-1	368:1.0
-1	134:1.0	135:1.0
-1	539:1.0	761:1.0
-1	
-1	
-1	
-1	
-1	545:1.0
